"DOI","DIMENSION_Open_Access","DIMENSION_CITATIONS","DIMENSION_RECENT_CITATIONS","DIMENSION_RELATIVE_CITATION_RATIO","DIMENSION_FIELD_CITATION_RATIO","DIMENSION_Sustainable_Development_Goals"
"10.1002/ccr3.6332","All OA; Gold",0,0,,,
"10.1002/ccr3.6382","All OA; Gold",0,0,,,
"10.1002/chem.202004076","All OA; Hybrid",2,2,0.61,0.37,
"10.1002/chem.202104311","Closed",6,6,,,
"10.1002/chir.23376","Closed",13,13,4.51,4.28,
"10.1002/clc.23922","All OA; Green",1,1,,,
"10.1002/cmdc.202000310","Closed",5,5,0.61,0.96,
"10.1002/cmdc.202000502","All OA; Hybrid",6,6,0.93,1.1,
"10.1002/cmdc.202200472","Closed",0,0,,,
"10.1002/cne.24845","Closed",10,9,0.87,2.8,
"10.1002/cnm.3298","All OA; Hybrid",10,8,0.27,2.32,
"10.1002/cnm.3506","Closed",5,5,1.71,,
"10.1002/cpdd.725","Closed",1,1,,0.41,
"10.1002/cpdd.813","Closed",1,1,0.11,0.29,
"10.1002/cpdd.925","All OA; Green",10,10,2.23,4.94,
"10.1002/cphc.202100109","All OA; Green",5,5,1.53,1.92,
"10.1002/cpmo.78","Closed",1,1,0.09,0.23,
"10.1002/cpt.1615","Closed",32,25,2.09,7.37,
"10.1002/cpt.1723","Closed",62,53,4.39,14.28,
"10.1002/cpt.2532","Closed",0,0,,,
"10.1002/cpz1.15","Closed",6,6,0.99,2.31,
"10.1002/cpz1.185","Closed",4,4,0.69,1.45,
"10.1002/cpz1.314","All OA; Green",2,2,0.16,0.74,
"10.1002/cpz1.338","All OA; Green",1,1,,,
"10.1002/cpz1.437","Closed",0,0,,,
"10.1002/ctd2.61","All OA; Gold",0,0,,,
"10.1002/cti2.1133","All OA; Gold",22,17,1.77,5.52,"3 Good Health and Well Being"
"10.1002/cti2.1186","All OA; Gold",19,19,1.19,4.77,
"10.1002/cti2.1197","All OA; Gold",9,9,0.66,2.26,
"10.1002/cti2.1214","All OA; Gold",16,16,1.19,4.76,"3 Good Health and Well Being"
"10.1002/cti2.1229","All OA; Gold",1,1,0.13,0.25,
"10.1002/cti2.1234","All OA; Gold",12,12,2.71,4.33,
"10.1002/cti2.1250","All OA; Gold",21,21,3.33,7.58,
"10.1002/cti2.1262","All OA; Gold",3,3,0.52,1.08,
"10.1002/cti2.1295","All OA; Green",11,11,1.39,3.97,
"10.1002/cti2.1316","All OA; Green",14,14,1.56,5.06,
"10.1002/cti2.1318","All OA; Gold",16,16,3.49,5.62,"3 Good Health and Well Being"
"10.1002/cti2.1418","All OA; Green",3,3,,,"3 Good Health and Well Being"
"10.1002/cti2.1426","All OA; Green",0,0,,,
"10.1002/ctm2.1068","All OA; Gold",0,0,,,
"10.1002/ctm2.1093","All OA; Gold",0,0,,,
"10.1002/ctm2.22","All OA; Gold",6,6,0.26,3.9,
"10.1002/ctm2.837","All OA; Gold",1,1,,,
"10.1002/cyto.a.24692","All OA; Green",0,0,,,
"10.1002/dad2.12063","All OA; Gold",8,7,0.87,2.61,
"10.1002/dad2.12229","All OA; Gold",12,12,1.33,6.87,"3 Good Health and Well Being"
"10.1002/dad2.12251","All OA; Green",7,7,,,
"10.1002/dad2.12326","All OA; Green",2,2,,,
"10.1002/ddr.21645","Closed",4,4,0.55,1.01,
"10.1002/ddr.21798","Closed",1,1,,0.8,
"10.1002/dmrr.3505","All OA; Green",1,1,,0.36,
"10.1002/dneu.22827","Closed",2,2,0.15,1.09,
"10.1002/dneu.22867","Closed",5,5,,,
"10.1002/dvdy.333","Closed",4,4,,1.4,
"10.1002/eji.201847807","All OA; Hybrid",22,22,1.6,4.72,
"10.1002/eji.201948288","Closed",2,1,0.2,0.5,
"10.1002/eji.201948299","All OA; Bronze",15,13,0.91,3.77,
"10.1002/eji.201948410","Closed",4,4,0.25,1.01,
"10.1002/eji.201948423","Closed",27,25,2.16,6.79,
"10.1002/eji.201948451","All OA; Hybrid",6,6,0.59,1.51,
"10.1002/eji.202048655","All OA; Green",46,45,7.13,12.13,
"10.1002/eji.202048665","Closed",12,12,1.38,3.02,
"10.1002/eji.202048739","All OA; Green",21,21,2.59,5.54,
"10.1002/eji.202048936","Closed",2,2,0.29,0.72,
"10.1002/eji.202049030","All OA; Hybrid",6,6,0.98,1.58,
"10.1002/eji.202049144","All OA; Hybrid",6,6,1.23,2.17,
"10.1002/eji.202149179","All OA; Green",7,7,1.52,2.53,
"10.1002/eji.202149238","All OA; Green",6,6,,2.17,
"10.1002/eji.202149576","All OA; Green",5,5,,,
"10.1002/eji.202149589","All OA; Green",6,6,,2.17,
"10.1002/eji.202149757","All OA; Green",2,2,,,
"10.1002/ejp.1695","Closed",2,2,0.5,0.76,
"10.1002/ejp.1934","All OA; Green",2,2,,,
"10.1002/epi4.12529","All OA; Gold",5,5,2.16,4.02,
"10.1002/epi4.12543","All OA; Gold",1,1,0.77,0.8,
"10.1002/epi4.12601","All OA; Gold",2,2,,,
"10.1002/epi4.12636","All OA; Green",0,0,,,"3 Good Health and Well Being"
"10.1002/epi4.12649","All OA; Green",1,1,,,
"10.1002/gepi.22357","Closed",17,16,2.64,5.47,"3 Good Health and Well Being"
"10.1002/glia.23699","All OA; Green",32,27,2.8,9.75,
"10.1002/glia.23711","Closed",12,5,1.04,4.88,
"10.1002/glia.23726","All OA; Hybrid",21,16,1.94,4.64,
"10.1002/glia.23742","All OA; Green",7,6,0.52,2.18,
"10.1002/glia.23746","Closed",25,17,1.58,5.52,
"10.1002/glia.23775","All OA; Green",11,9,1.05,3.43,
"10.1002/glia.23783","All OA; Hybrid",29,23,2.31,9.05,
"10.1002/glia.23799","Closed",8,7,0.79,2.34,
"10.1002/glia.23807","All OA; Green",27,24,2.23,8.42,
"10.1002/glia.23819","All OA; Green",19,16,1.78,5.93,
"10.1002/glia.23825","All OA; Green",10,10,0.8,3.12,
"10.1002/glia.23844","All OA; Green",42,35,3.46,11.06,"3 Good Health and Well Being"
"10.1002/glia.23896","Closed",6,6,1.11,2.81,
"10.1002/glia.23911","All OA; Hybrid",15,15,2.53,4.39,"3 Good Health and Well Being"
"10.1002/glia.23917","All OA; Green",6,6,0.69,1.87,
"10.1002/glia.23936","All OA; Hybrid",12,12,1.72,3.02,
"10.1002/glia.23937","All OA; Hybrid",19,19,2.94,4.77,
"10.1002/glia.23940","Closed",16,16,2.42,4.02,
"10.1002/glia.23950","All OA; Hybrid",4,4,0.9,0.83,
"10.1002/glia.23958","Closed",5,5,1.04,1.26,
"10.1002/glia.23980","All OA; Green",42,42,6.24,33.74,
"10.1002/glia.23988","All OA; Green",12,12,2.09,6.52,
"10.1002/glia.24001","Closed",3,3,0.46,1.63,
"10.1002/glia.24042","Closed",4,4,0.93,3.22,
"10.1002/glia.24052","All OA; Green",25,25,3.95,9.04,
"10.1002/glia.24071","All OA; Green",8,8,0.98,4.34,
"10.1002/glia.24074","All OA; Green",4,4,0.54,1.98,
"10.1002/glia.24078","All OA; Hybrid",4,4,0.44,2.18,
"10.1002/glia.24108","All OA; Green",4,4,,2.18,
"10.1002/glia.24111","Closed",5,5,,1.85,
"10.1002/glia.24117","All OA; Green",8,8,3.32,4.34,
"10.1002/glia.24128","All OA; Green",8,8,3.19,4.34,
"10.1002/glia.24144","All OA; Green",5,5,,,"3 Good Health and Well Being"
"10.1002/glia.24148","All OA; Hybrid",18,18,,,
"10.1002/glia.24164","All OA; Hybrid",21,21,,,
"10.1002/glia.24165","All OA; Green",7,7,,,
"10.1002/glia.24186","Closed",1,1,,,
"10.1002/glia.24227","Closed",3,3,,,
"10.1002/glia.24231","All OA; Green",2,2,,,
"10.1002/glia.24235","All OA; Green",3,3,,,
"10.1002/glia.24239","All OA; Green",1,1,,,
"10.1002/glia.24245","All OA; Hybrid",0,0,,,
"10.1002/glia.24262","All OA; Hybrid",0,0,,,
"10.1002/hbm.24849","All OA; Hybrid",16,13,1.35,4.59,
"10.1002/hbm.24933","All OA; Gold",4,3,0.65,1.87,
"10.1002/hbm.24940","All OA; Gold",21,18,2.3,7.15,
"10.1002/hbm.24989","All OA; Gold",18,17,1.98,6.51,
"10.1002/hbm.25122","All OA; Gold",48,44,4.23,22.48,
"10.1002/hbm.25126","All OA; Gold",5,5,0.88,1.7,
"10.1002/hbm.25213","All OA; Gold",1,1,0.29,0.47,
"10.1002/hbm.25239","All OA; Gold",6,6,1.6,2.04,
"10.1002/hbm.25247","All OA; Gold",20,20,3.77,6.81,
"10.1002/hbm.25274","All OA; Gold",12,12,2.6,5.62,
"10.1002/hbm.25299","All OA; Gold",7,7,1.38,2.38,
"10.1002/hbm.25306","All OA; Green",18,18,3.29,6.13,
"10.1002/hbm.25375","All OA; Green",8,8,1.38,6.44,
"10.1002/hbm.25389","All OA; Gold",4,4,1.47,2.42,
"10.1002/hbm.25440","All OA; Gold",0,0,0.2,0,
"10.1002/hbm.25744","All OA; Gold",1,1,,0.89,
"10.1002/hep.31435","All OA; Hybrid",3,3,0.44,1.02,
"10.1002/hon.2976","Closed",2,2,,,
"10.1002/hpja.559","Closed",1,1,,0.69,
"10.1002/hsr2.474","All OA; Green",1,1,,,
"10.1002/hsr2.489","All OA; Gold",4,4,,,
"10.1002/humu.24016","All OA; Gold",1,1,0.06,0.29,
"10.1002/iid3.357","All OA; Gold",1,0,,0.25,
"10.1002/iub.2232","Closed",8,6,0.53,1.67,
"10.1002/iub.2461","Closed",15,15,1.88,6.08,"3 Good Health and Well Being"
"10.1002/jbm.a.37118","Closed",8,8,1.38,,
"10.1002/jbm4.10232","All OA; Gold",10,7,0.88,3.4,"3 Good Health and Well Being"
"10.1002/jbm4.10616","All OA; Gold",0,0,,,
"10.1002/jbt.22564","Closed",11,9,1.62,5.16,
"10.1002/jbt.22800","Closed",2,2,0.65,1.61,
"10.1002/jca.21755","Closed",9,9,0.72,2.26,
"10.1002/jca.21788","Closed",8,7,0.86,3.75,
"10.1002/jca.21874","Closed",0,0,,0,
"10.1002/jca.21953","Closed",5,5,,4.02,
"10.1002/jcb.29643","Closed",4,3,0.29,0.83,
"10.1002/jcb.29826","Closed",14,13,2.92,2.92,
"10.1002/jcla.24170","All OA; Green",3,3,,2.41,
"10.1002/jcla.24597","All OA; Gold",1,1,,,
"10.1002/jcp.29533","Closed",4,4,0.25,1.01,
"10.1002/jcp.29682","Closed",59,50,5.76,12.29,"7 Affordable and Clean Energy"
"10.1002/jcp.29721","Closed",35,29,3.36,7.99,
"10.1002/jcp.29910","Closed",10,10,1.7,3.11,
"10.1002/jcp.30090","Closed",13,12,2.55,6.09,
"10.1002/jcp.30624","Closed",3,3,,1.19,
"10.1002/jcph.1546","Closed",5,5,0.34,1.15,
"10.1002/jcph.1605","Closed",5,5,0.59,1.46,
"10.1002/jcph.1737","All OA; Hybrid",8,8,1.64,2.34,
"10.1002/jcph.1802","All OA; Bronze",9,9,2,2.63,
"10.1002/jcph.1879","Closed",2,2,0.45,1.61,
"10.1002/jcph.2008","Closed",1,1,,,
"10.1002/jcsm.12861","All OA; Gold",7,7,2.35,5.57,"3 Good Health and Well Being"
"10.1002/jcsm.13050","All OA; Green",1,1,,,
"10.1002/jdn.10090","Closed",1,1,0.29,0.8,
"10.1002/jdn.10153","Closed",2,2,0.45,1.31,
"10.1002/jgh3.12353","All OA; Gold",3,3,0.48,1.41,
"10.1002/jgm.3399","Closed",1,1,,0.8,
"10.1002/jimd.12457","All OA; Green",1,1,,0.8,
"10.1002/jlb.2mr0120-510r","Closed",29,25,2.03,7.29,
"10.1002/jlb.3mr0620-035r","Closed",10,10,0.65,2.51,
"10.1002/jlb.4a0220-114rr","Closed",4,4,0.84,1.44,"3 Good Health and Well Being"
"10.1002/jlcr.3872","Closed",8,8,0.54,1.47,
"10.1002/jmri.26782","Closed",6,4,0.83,2.44,
"10.1002/jmri.26959","All OA; Green",20,19,1.9,8.14,
"10.1002/jmri.26997","Closed",1,1,0.17,0.41,
"10.1002/jmri.27059","Closed",44,37,8.87,20.62,
"10.1002/jmri.27201","All OA; Hybrid",8,6,0.84,3.75,
"10.1002/jmri.27253","Closed",0,0,,0,
"10.1002/jmri.27363","All OA; Green",4,4,0.96,1.87,
"10.1002/jmri.27389","Closed",15,14,3.55,7.03,
"10.1002/jmri.27413","All OA; Green",0,0,,0,
"10.1002/jmri.27586","Closed",0,0,,0,
"10.1002/jmri.27597","Closed",0,0,,0,
"10.1002/jmri.27661","Closed",3,3,0.93,2.41,
"10.1002/jmri.27776","All OA; Green",2,2,0.61,1.61,
"10.1002/jmri.27806","All OA; Hybrid",4,4,,3.22,
"10.1002/jmri.27832","Closed",5,5,,4.02,
"10.1002/jmri.27862","Closed",0,0,,0,
"10.1002/jmri.27872","Closed",0,0,,0,
"10.1002/jmri.27937","Closed",3,3,,2.41,
"10.1002/jmri.27958","Closed",0,0,,0,
"10.1002/jmri.28178","Closed",0,0,,,
"10.1002/jmri.28559","All OA; Hybrid",1,1,,,
"10.1002/jmv.26188","All OA; Green",7,6,1.11,1.76,
"10.1002/jmv.26279","All OA; Green",27,21,4.01,9.15,"3 Good Health and Well Being"
"10.1002/jmv.26319","All OA; Green",66,62,8.55,19.15,"3 Good Health and Well Being"
"10.1002/jmv.26593","All OA; Green",21,20,2.96,5.28,
"10.1002/jmv.26796","All OA; Green",4,4,0.64,2.01,
"10.1002/jnr.24509","Closed",16,10,1.47,3.69,
"10.1002/jnr.24524","Closed",24,18,2.35,3.7,
"10.1002/jnr.24528","Closed",13,9,1.13,2.87,
"10.1002/jnr.24554","Closed",14,9,1.19,5.7,
"10.1002/jnr.24582","All OA; Hybrid",29,24,2.44,9.45,
"10.1002/jnr.24596","Closed",9,7,1.16,2.81,
"10.1002/jnr.24699","Closed",11,11,1.13,3.47,
"10.1002/jnr.24715","Closed",15,15,1.52,4.89,
"10.1002/jnr.24767","All OA; Hybrid",7,7,1.45,2.28,
"10.1002/jnr.24809","Closed",1,1,0.15,0.54,
"10.1002/jnr.24856","All OA; Hybrid",0,0,,0,
"10.1002/jnr.24977","Closed",13,13,1.43,7.06,
"10.1002/jnr.24983","All OA; Green",0,0,,0,
"10.1002/jnr.24986","Closed",1,1,,0.6,
"10.1002/jnr.25007","Closed",1,1,,,
"10.1002/jnr.25028","Closed",0,0,,,
"10.1002/jnr.25035","Closed",1,1,,,
"10.1002/jnr.25065","Closed",1,1,,,
"10.1002/jnr.25067","All OA; Green",2,2,,,
"10.1002/jnr.25110","Closed",4,4,,,
"10.1002/jpen.1999","Closed",0,0,,0,"2 Zero Hunger"
"10.1002/jso.26618","Closed",2,2,0.35,1.11,
"10.1002/jssc.202001007","Closed",4,4,2.19,0.76,
"10.1002/mc.23274","Closed",13,13,2.1,3.51,
"10.1002/mco2.69","All OA; Green",13,13,2.32,4.69,
"10.1002/mds.28313","All OA; Green",40,39,6.34,15.2,
"10.1002/mds.28738","Closed",32,32,4.86,20.98,
"10.1002/mds.28857","Closed",5,5,,3.28,
"10.1002/mds.29079","Closed",3,3,,,
"10.1002/mds.29277","All OA; Green",0,0,,,
"10.1002/med.21636","Closed",49,44,4.23,6.78,
"10.1002/med.21710","All OA; Green",31,31,3.13,9.07,"3 Good Health and Well Being"
"10.1002/med.21800","All OA; Hybrid",15,15,3.34,4.94,
"10.1002/mgg3.1410","All OA; Green",5,5,0.47,1.45,
"10.1002/mp.13880","All OA; Bronze",24,19,2.34,8.14,
"10.1002/mp.15427","Closed",8,8,,,
"10.1002/mrm.27927","Closed",15,12,1.97,2.82,
"10.1002/mrm.27986","All OA; Bronze",11,4,1.62,2.07,
"10.1002/mrm.28038","All OA; Green",28,15,3.18,5.26,
"10.1002/mrm.28082","All OA; Green",8,4,1.4,1.5,
"10.1002/mrm.28229","All OA; Green",2,1,0.18,0.46,
"10.1002/mrm.28553","All OA; Green",18,18,4.72,4.17,
"10.1002/mrm.28608","All OA; Green",8,8,1.35,1.85,
"10.1002/mrm.28688","All OA; Hybrid",7,7,2.1,2.69,
"10.1002/mrm.28811","All OA; Hybrid",2,2,0.56,0.77,
"10.1002/mrm.28978","Closed",2,2,,0.77,
"10.1002/mrm.28989","All OA; Green",14,14,3.13,5.39,
"10.1002/mrm.29152","All OA; Hybrid",1,1,,,
"10.1002/mrm.29176","Closed",1,1,,,
"10.1002/mrm.29287","All OA; Green",0,0,,,
"10.1002/mrm.29377","All OA; Green",0,0,,,
"10.1002/mus.26780","Closed",3,3,0.39,1.22,
"10.1002/mus.26884","Closed",10,8,0.51,,
"10.1002/mus.26985","All OA; Hybrid",30,28,3.53,14.05,
"10.1002/mus.27091","All OA; Hybrid",70,69,8.75,32.78,
"10.1002/mus.27097","All OA; Green",19,18,1.79,5.51,
"10.1002/mus.27324","All OA; Green",22,22,3.57,17.67,"3 Good Health and Well Being"
"10.1002/mus.27392","Closed",6,6,1.36,4.82,
"10.1002/mus.27405","Closed",0,0,,0,"3 Good Health and Well Being"
"10.1002/mus.27467","All OA; Hybrid",3,3,,,
"10.1002/mus.27472","All OA; Hybrid",24,24,,,
"10.1002/mus.27652","Closed",1,1,,,
"10.1002/nau.24177","Closed",1,1,,0.35,
"10.1002/nau.24194","Closed",2,2,0.24,0.81,
"10.1002/nau.24206","All OA; Green",5,5,0.39,1.77,
"10.1002/nau.24230","Closed",10,8,1.78,4.07,
"10.1002/nau.24232","Closed",14,11,1.91,4.97,
"10.1002/nau.24276","Closed",8,8,1.52,3.75,
"10.1002/nau.24279","Closed",9,8,1.61,4.22,
"10.1002/nau.24304","All OA; Green",8,8,0.65,3.04,
"10.1002/nau.24314","Closed",4,4,0.76,1.52,
"10.1002/nau.24330","Closed",2,2,0.29,0.94,
"10.1002/nau.24336","Closed",12,10,1.94,5.62,
"10.1002/nau.24368","All OA; Green",5,5,0.84,3.06,
"10.1002/nau.24419","Closed",5,4,1.06,2.34,
"10.1002/nau.24469","All OA; Hybrid",11,11,1.1,5.15,
"10.1002/nau.24534","Closed",2,2,0.27,0.94,
"10.1002/nau.24645","Closed",1,1,0.6,0.8,
"10.1002/nau.24649","All OA; Green",3,3,0.54,2.41,
"10.1002/nau.24654","All OA; Green",3,3,0.5,2.41,
"10.1002/nau.24687","All OA; Green",4,4,1.32,3.22,
"10.1002/nau.24733","All OA; Green",3,3,1.36,2.41,
"10.1002/nau.24790","Closed",0,0,,0,
"10.1002/nau.24855","Closed",3,3,,2.41,
"10.1002/nau.24860","Closed",2,2,,2.14,
"10.1002/nau.24954","Closed",1,1,,,
"10.1002/nau.24955","Closed",1,1,,,
"10.1002/nau.25008","Closed",1,1,,,
"10.1002/nau.25029","Closed",0,0,,,
"10.1002/nau.25042","Closed",0,0,,,
"10.1002/nbm.4219","All OA; Green",12,9,1.44,2.26,
"10.1002/nbm.4222","Closed",19,14,1.67,8.94,
"10.1002/nbm.4283","All OA; Green",28,22,3.08,13.12,
"10.1002/nbm.4326","All OA; Green",5,4,0.77,2.34,
"10.1002/nbm.4590","Closed",4,4,0.37,1.41,
"10.1002/nbm.4730","All OA; Hybrid",5,5,,,
"10.1002/nbm.4806","All OA; Hybrid",3,3,,,
"10.1002/nop2.956","All OA; Green",0,0,,0,"3 Good Health and Well Being"
"10.1002/onco.13756","All OA; Bronze",2,2,0.14,1.39,
"10.1002/path.5351","All OA; Hybrid",28,21,2.23,8.7,
"10.1002/path.5399","All OA; Hybrid",15,14,1.35,7.03,
"10.1002/path.5425","All OA; Green",6,4,0.29,2.44,
"10.1002/path.5576","All OA; Hybrid",6,5,0.47,2.44,
"10.1002/path.5878","All OA; Green",6,6,,,
"10.1002/pds.5154","All OA; Green",0,0,,0,
"10.1002/pds.5196","All OA; Bronze",6,6,1,4.82,
"10.1002/pds.5297","Closed",1,1,0.46,0.8,
"10.1002/pds.5411","Closed",1,1,,,"3 Good Health and Well Being"
"10.1002/ped4.12315","All OA; Green",1,1,,,
"10.1002/phar.2517","Closed",1,1,0.2,0.5,
"10.1002/pmic.202100247","All OA; Green",6,6,,,
"10.1002/pmrj.12264","Closed",8,6,2.25,4.02,
"10.1002/pmrj.12289","Closed",10,7,1.11,4.03,"3 Good Health and Well Being"
"10.1002/pmrj.12328","All OA; Hybrid",12,12,1.79,6.57,
"10.1002/pmrj.12377","Closed",9,9,2.15,6.64,
"10.1002/pmrj.12423","Closed",4,4,1.66,2.95,
"10.1002/pmrj.12435","Closed",10,9,1.86,4.87,
"10.1002/pmrj.12517","All OA; Hybrid",3,3,,2.71,
"10.1002/pmrj.12724","Closed",2,2,,1.81,
"10.1002/pri.1798","All OA; Hybrid",21,18,3.59,10.54,
"10.1002/pri.1799","All OA; Hybrid",15,12,2.74,7.41,
"10.1002/pri.1805","Closed",0,0,,0,
"10.1002/pri.1814","All OA; Hybrid",6,3,1.48,3.01,
"10.1002/pri.1829","All OA; Hybrid",4,3,,1.78,"3 Good Health and Well Being"
"10.1002/pri.1893","All OA; Green",0,0,,0,"3 Good Health and Well Being"
"10.1002/pri.1909","Closed",0,0,,0,
"10.1002/pri.1922","All OA; Green",1,1,0.36,0.8,
"10.1002/prot.25764","All OA; Green",0,0,,,
"10.1002/prp2.659","All OA; Gold",14,14,1.3,4.09,
"10.1002/psc.3281","Closed",2,2,0.38,0.42,
"10.1002/psp4.12580","All OA; Gold",0,0,,0,
"10.1002/psp4.12778","All OA; Gold",1,1,,,
"10.1002/psp4.12796","All OA; Green",2,2,,,
"10.1002/pst.2233","Closed",3,3,,,
"10.1002/ptr.6927","Closed",2,2,0.96,0.5,
"10.1002/ptr.6968","Closed",6,6,0.75,2.13,
"10.1002/ptr.7050","Closed",9,9,2.17,,
"10.1002/ptr.7138","Closed",23,23,4.06,7.58,
"10.1002/ptr.7263","Closed",4,4,,3.21,"3 Good Health and Well Being"
"10.1002/ptr.7273","Closed",18,18,4.35,14.46,
"10.1002/ptr.7395","Closed",9,9,,,
"10.1002/ptr.7417","Closed",10,10,,,
"10.1002/rcr2.834","All OA; Gold",0,0,,0,
"10.1002/sctm.19-0156","All OA; Gold",6,6,0.65,1.86,
"10.1002/sim.8525","Closed",2,0,0.21,0.95,
"10.1002/sim.8587","All OA; Green",5,5,0.28,3.71,
"10.1002/sim.8668","All OA; Hybrid",1,1,0.29,0.48,
"10.1002/sim.8702","All OA; Green",6,4,0.55,4.46,
"10.1002/sim.8790","Closed",1,1,0.51,0.74,
"10.1002/sim.8843","All OA; Hybrid",6,6,0.89,2.12,"3 Good Health and Well Being"
"10.1002/sim.8967","Closed",19,19,3.01,21.65,
"10.1002/sim.9034","All OA; Green",9,9,2.28,6.61,
"10.1002/smi.3054","Closed",3,3,1.02,2.12,
"10.1002/stem.3374","All OA; Hybrid",11,11,1.44,5.98,
"10.1002/syn.22234","Closed",0,0,,,
"10.1002/term.3110","All OA; Gold",10,9,1.18,2.31,
"10.1002/trc2.12108","All OA; Gold",34,34,2.42,16.49,"3 Good Health and Well Being"
"10.1002/trc2.12162","All OA; Gold",6,6,0.14,3.83,"3 Good Health and Well Being"
"10.1002/trc2.12174","All OA; Gold",17,17,3.79,13.66,"3 Good Health and Well Being"
"10.1002/trc2.12324","All OA; Green",3,3,,,
"10.1002/uog.24906","All OA; Green",9,9,,,"3 Good Health and Well Being"
"10.1002/vms3.314","All OA; Gold",4,4,0.74,2.45,
"10.1002/wdev.358","Closed",34,29,2.73,5.56,
"10.1002/wnan.1783","All OA; Green",4,4,,,
"10.1002/wrna.1709","All OA; Green",2,2,,,
"10.1002/wsbm.1486","All OA; Hybrid",47,43,4.05,9.79,"3 Good Health and Well Being"
"10.1007/10_2019_105","Closed",19,15,1.26,2.93,"3 Good Health and Well Being"
"10.1007/164_2019_308","Closed",1,1,0.41,0.44,
"10.1007/164_2019_315","Closed",14,13,4.17,6.91,
"10.1007/164_2020_407","Closed",4,4,,1.01,
"10.1007/164_2021_502","Closed",7,7,1.51,3.46,
"10.1007/164_2021_545","Closed",0,0,,0,
"10.1007/7651_2020_281","Closed",3,3,0.54,0.61,
"10.1007/7651_2021_453","Closed",1,1,,0.34,
"10.1007/7854_2021_240","Closed",2,2,,0.72,
"10.1007/978-1-0716-0787-9_18","Closed",17,15,1.53,4.23,
"10.1007/978-1-0716-1130-2_3","Closed",0,0,,0,
"10.1007/978-1-0716-1311-5_27","Closed",3,3,0.39,1.02,
"10.1007/978-1-0716-1601-7_11","Closed",4,4,0.35,1.4,
"10.1007/978-1-0716-1783-0_5","Closed",2,2,,0.68,
"10.1007/978-1-0716-2305-3_6","Closed",0,0,,,
"10.1007/978-1-0716-2521-7_1","Closed",0,0,,,
"10.1007/978-1-4939-9717-6_1","Closed",54,41,4.75,8.12,
"10.1007/978-1-4939-9773-2_27","All OA; Green",19,16,1.72,3.21,"3 Good Health and Well Being"
"10.1007/978-3-030-32622-7_38","Closed",1,1,,0.21,
"10.1007/978-3-030-34521-1_4","Closed",25,23,2.19,5.21,
"10.1007/978-3-030-36588-2_6","Closed",2,2,0.19,,
"10.1007/978-3-030-43961-3_5","Closed",4,3,0.48,,
"10.1007/978-3-030-50621-6_1","Closed",3,3,0.29,0.74,
"10.1007/978-3-030-50621-6_7","Closed",12,12,0.76,2.5,"3 Good Health and Well Being"
"10.1007/978-3-030-55035-6_6","Closed",13,13,2.56,4.7,
"10.1007/978-3-030-56153-6_3","Closed",2,2,0.36,0.72,
"10.1007/978-3-030-57369-0_8","Closed",7,7,0.66,,"3 Good Health and Well Being"
"10.1007/978-3-030-59861-7_13","All OA; Green",8,7,0.27,4.63,
"10.1007/978-3-030-60204-8_2","All OA; Green",6,6,0.35,1.25,
"10.1007/978-3-030-60204-8_3","Closed",6,6,0.76,1.25,
"10.1007/978-3-030-60204-8_8","Closed",9,9,0.4,1.88,
"10.1007/978-3-030-61125-5_7","Closed",2,2,0.61,,"4 Quality Education"
"10.1007/978-3-030-63046-1_12","Closed",4,4,0.51,4.15,
"10.1007/978-3-030-63761-3_20","Closed",4,4,0.51,2.17,
"10.1007/978-3-030-63761-3_21","Closed",1,1,,0.36,"3 Good Health and Well Being"
"10.1007/978-3-030-70115-4_10","Closed",7,7,0.94,2.49,
"10.1007/978-3-030-70115-4_8","Closed",1,1,0.18,0.47,"3 Good Health and Well Being"
"10.1007/978-3-030-78771-4_19","Closed",0,0,,,"4 Quality Education"
"10.1007/978-3-030-85109-5_13","All OA; Green",0,0,,0,"3 Good Health and Well Being"
"10.1007/978-3-030-85113-2_6","Closed",7,7,1.45,5.62,"3 Good Health and Well Being"
"10.1007/978-3-030-85292-4_21","Closed",1,1,,0.78,
"10.1007/978-3-030-87779-8_4","Closed",2,2,,,
"10.1007/978-3-030-92616-8_10","Closed",0,0,,,
"10.1007/978-3-030-99166-1_13","Closed",0,0,,,
"10.1007/978-3-031-05843-1_1","Closed",0,0,,,
"10.1007/978-3-031-06566-8_14","Closed",0,0,,,
"10.1007/978-3-031-08999-2_12","All OA; Green",0,0,,,
"10.1007/978-3-031-14190-4_15","Closed",1,1,,,
"10.1007/978-3-031-14190-4_25","Closed",0,0,,,
"10.1007/978-3-031-16980-9_6","All OA; Green",0,0,,,
"10.1007/978-981-15-1792-1_22","Closed",18,15,1.52,8.44,
"10.1007/978-981-15-1792-1_29","Closed",1,1,0.14,0.29,
"10.1007/978-981-15-2385-4_6","Closed",21,19,1.74,4.78,
"10.1007/978-981-15-3449-2_12","Closed",11,10,1.24,3.19,
"10.1007/978-981-15-4370-8_7","Closed",1,1,,0.21,
"10.1007/978-981-15-6407-9_10","All OA; Green",10,10,1.35,3.66,
"10.1007/978-981-16-0991-6_7","Closed",5,5,0.59,1.81,
"10.1007/s00005-020-00584-4","Closed",6,2,0.62,1.76,
"10.1007/s00005-020-00587-1","All OA; Hybrid",2,2,0.23,0.5,
"10.1007/s00005-021-00619-4","All OA; Hybrid",1,1,0.23,1.04,
